1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,-0.22,-0.24,-0.26,-0.28,-0.3,-0.32,-0.34,-0.36,-0.38,-0.4,-0.42,-0.44,-0.46,-0.48,-0.5,-0.52,-0.54,-0.56,-0.58,-0.6,-0.62,-0.64,-0.66,-0.68,-0.7,-0.72,-0.74,-0.76,-0.78,-0.8,-0.82,-0.84,-0.86,-0.88,-0.9,-0.92,-0.94,-0.96,-0.98,-1
0.98,0.9603,0.940601,0.920904,0.901208,0.881514,0.861822,0.842133,0.822448,0.802766,0.783088,0.763414,0.743744,0.724079,0.704419,0.684764,0.665115,0.645471,0.625833,0.6062,0.586574,0.566954,0.547339,0.527731,0.508129,0.488534,0.468944,0.44936,0.429782,0.41021,0.390644,0.371083,0.351528,0.331978,0.312433,0.292893,0.273357,0.253825,0.234298,0.214774,0.195254,0.175737,0.156222,0.136711,0.117201,0.097693,0.0781866,0.0586812,0.0391767,0.0196725,0.000168404,-0.0193361,-0.0388412,-0.0583474,-0.077855,-0.0973643,-0.116876,-0.13639,-0.155906,-0.175426,-0.194949,-0.214476,-0.234007,-0.253542,-0.273082,-0.292626,-0.312176,-0.331731,-0.351291,-0.370856,-0.390428,-0.410005,-0.429588,-0.449177,-0.468772,-0.488374,-0.507981,-0.527595,-0.547214,-0.56684,-0.586471,-0.606109,-0.625751,-0.6454,-0.665054,-0.684712,-0.704376,-0.724044,-0.743716,-0.763393,-0.783073,-0.802756,-0.822443,-0.842132,-0.861824,-0.881517,-0.901212,-0.920908,-0.940605,-0.960303,-0.98
0.96,0.940601,0.921204,0.90181,0.882419,0.863031,0.843649,0.824272,0.804902,0.785539,0.766183,0.746835,0.727497,0.708167,0.688848,0.669539,0.65024,0.630953,0.611677,0.592413,0.57316,0.55392,0.534691,0.515475,0.496271,0.477079,0.4579,0.438732,0.419576,0.400432,0.3813,0.362178,0.343067,0.323966,0.304876,0.285795,0.266723,0.247659,0.228604,0.209555,0.190514,0.171479,0.15245,0.133425,0.114405,0.0953888,0.0763752,0.0573638,0.0383539,0.0193448,0.000335755,-0.0186739,-0.037685,-0.0566982,-0.0757141,-0.0947336,-0.113757,-0.132786,-0.15182,-0.17086,-0.189907,-0.208961,-0.228024,-0.247095,-0.266174,-0.285264,-0.304363,-0.323473,-0.342593,-0.361725,-0.380868,-0.400022,-0.419189,-0.438367,-0.457558,-0.47676,-0.495975,-0.515202,-0.534441,-0.553692,-0.572955,-0.592229,-0.611515,-0.630811,-0.650118,-0.669435,-0.688762,-0.708097,-0.727442,-0.746794,-0.766153,-0.78552,-0.804892,-0.82427,-0.843652,-0.863038,-0.882427,-0.901819,-0.921212,-0.940606,-0.96
0.94,0.920904,0.90181,0.88272,0.863634,0.844555,0.825483,0.80642,0.787366,0.768322,0.74929,0.73027,0.711263,0.69227,0.673292,0.654329,0.635382,0.616452,0.597538,0.578642,0.559764,0.540903,0.522061,0.503237,0.484431,0.465644,0.446874,0.428122,0.409388,0.390672,0.371972,0.353289,0.334622,0.31597,0.297333,0.27871,0.260101,0.241505,0.22292,0.204347,0.185784,0.16723,0.148685,0.130147,0.111615,0.0930887,0.0745667,0.0560481,0.0375317,0.0190165,0.000501342,-0.0180148,-0.0365329,-0.0550542,-0.0735796,-0.0921103,-0.110647,-0.129191,-0.147744,-0.166305,-0.184877,-0.20346,-0.222055,-0.240662,-0.259283,-0.277918,-0.296568,-0.315233,-0.333915,-0.352613,-0.371327,-0.39006,-0.40881,-0.427577,-0.446363,-0.465167,-0.48399,-0.50283,-0.521688,-0.540564,-0.559458,-0.578369,-0.597296,-0.61624,-0.635199,-0.654174,-0.673163,-0.692165,-0.71118,-0.730207,-0.749245,-0.768294,-0.787351,-0.806416,-0.825488,-0.844565,-0.863648,-0.882733,-0.901822,-0.920911,-0.94
0.92,0.901208,0.882419,0.863634,0.844857,0.826087,0.807327,0.788578,0.769842,0.751119,0.732411,0.71372,0.695046,0.676391,0.657755,0.639139,0.620545,0.601972,0.583422,0.564895,0.546391,0.527911,0.509455,0.491023,0.472616,0.454232,0.435872,0.417536,0.399224,0.380934,0.362667,0.344421,0.326197,0.307994,0.28981,0.271645,0.253497,0.235367,0.217252,0.199153,0.181066,0.162992,0.144929,0.126876,0.108831,0.0907938,0.072762,0.0547346,0.0367102,0.0186872,0.000664465,-0.0173596,-0.0353864,-0.0534173,-0.0714538,-0.0894972,-0.107549,-0.12561,-0.143682,-0.161767,-0.179864,-0.197977,-0.216105,-0.23425,-0.252413,-0.270594,-0.288796,-0.307017,-0.32526,-0.343525,-0.361813,-0.380123,-0.398457,-0.416814,-0.435195,-0.453601,-0.47203,-0.490484,-0.508961,-0.527462,-0.545986,-0.564532,-0.583101,-0.601692,-0.620303,-0.638934,-0.657584,-0.676252,-0.694937,-0.713638,-0.732353,-0.751081,-0.769822,-0.788573,-0.807333,-0.8261,-0.844874,-0.863653,-0.882434,-0.901217,-0.92
0.9,0.881514,0.863031,0.844555,0.826087,0.807629,0.789183,0.77075,0.752333,0.733933,0.715552,0.697191,0.678851,0.660535,0.642242,0.623975,0.605734,0.58752,0.569334,0.551176,0.533048,0.514949,0.496879,0.47884,0.46083,0.44285,0.4249,0.40698,0.389088,0.371225,0.353389,0.335581,0.317799,0.300043,0.282311,0.264602,0.246915,0.229249,0.211603,0.193975,0.176364,0.158768,0.141186,0.123616,0.106056,0.0885055,0.070962,0.0534238,0.0358894,0.0183568,0.000824439,-0.0167096,-0.0342469,-0.0517894,-0.0693388,-0.0868967,-0.104465,-0.122045,-0.139639,-0.157247,-0.174873,-0.192516,-0.210179,-0.227863,-0.245569,-0.263298,-0.281052,-0.298831,-0.316637,-0.334469,-0.35233,-0.370219,-0.388136,-0.406084,-0.424061,-0.442067,-0.460104,-0.47817,-0.496266,-0.514391,-0.532545,-0.550727,-0.568936,-0.587172,-0.605434,-0.62372,-0.64203,-0.660362,-0.678715,-0.697088,-0.715479,-0.733886,-0.752308,-0.770743,-0.78919,-0.807645,-0.826109,-0.844578,-0.863051,-0.881525,-0.9
0.88,0.861822,0.843649,0.825483,0.807327,0.789183,0.771053,0.752939,0.734843,0.716768,0.698715,0.680686,0.662682,0.644706,0.626759,0.608841,0.590955,0.5731,0.555279,0.537492,0.519739,0.502021,0.484339,0.466692,0.449081,0.431505,0.413964,0.396458,0.378987,0.361549,0.344145,0.326773,0.309432,0.292121,0.27484,0.257586,0.240358,0.223155,0.205976,0.188818,0.17168,0.15456,0.137457,0.120367,0.103291,0.0862249,0.0691673,0.0521162,0.0350694,0.0180249,0.000980596,-0.0160656,-0.0331158,-0.0501722,-0.0672366,-0.0843113,-0.101398,-0.118499,-0.135616,-0.152751,-0.169906,-0.187083,-0.204282,-0.221507,-0.238757,-0.256036,-0.273343,-0.29068,-0.308049,-0.32545,-0.342885,-0.360353,-0.377855,-0.395393,-0.412965,-0.430573,-0.448217,-0.465895,-0.483609,-0.501358,-0.519141,-0.536957,-0.554806,-0.572686,-0.590597,-0.608537,-0.626506,-0.644501,-0.66252,-0.680563,-0.698628,-0.716712,-0.734813,-0.75293,-0.77106,-0.789202,-0.807353,-0.82551,-0.843672,-0.861836,-0.88
0.86,0.842133,0.824272,0.80642,0.788578,0.77075,0.752939,0.735146,0.717374,0.699626,0.681903,0.664208,0.646543,0.628909,0.611308,0.593742,0.576211,0.558718,0.541263,0.523847,0.506471,0.489135,0.47184,0.454585,0.437372,0.4202,0.403068,0.385977,0.368926,0.351913,0.334939,0.318002,0.301101,0.284234,0.267402,0.250601,0.23383,0.217089,0.200374,0.183684,0.167017,0.150371,0.133744,0.117133,0.100537,0.083953,0.0673788,0.050812,0.0342503,0.0176912,0.00113229,-0.0154288,-0.0319946,-0.0485673,-0.0651495,-0.0817434,-0.0983515,-0.114976,-0.131619,-0.148282,-0.164969,-0.18168,-0.198418,-0.215185,-0.231982,-0.248811,-0.265673,-0.282571,-0.299504,-0.316475,-0.333483,-0.350531,-0.367619,-0.384747,-0.401915,-0.419124,-0.436375,-0.453666,-0.470997,-0.488368,-0.505779,-0.523229,-0.540716,-0.558239,-0.575798,-0.593391,-0.611016,-0.628671,-0.646356,-0.664067,-0.681802,-0.699561,-0.717339,-0.735136,-0.752947,-0.770772,-0.788607,-0.80645,-0.824299,-0.842149,-0.86
0.84,0.822448,0.804902,0.787366,0.769842,0.752333,0.734843,0.717374,0.699929,0.68251,0.665121,0.647762,0.630437,0.613147,0.595895,0.578682,0.561509,0.544378,0.52729,0.510246,0.493247,0.476294,0.459386,0.442525,0.42571,0.408942,0.392219,0.375542,0.358909,0.342321,0.325775,0.309272,0.292809,0.276386,0.26,0.243651,0.227336,0.211053,0.1948,0.178576,0.162377,0.146203,0.130049,0.113914,0.0977958,0.081691,0.0655972,0.0495119,0.0334322,0.0173554,0.0012789,-0.0148001,-0.0308843,-0.0469765,-0.0630793,-0.0791954,-0.0953273,-0.111478,-0.127649,-0.143844,-0.160065,-0.176313,-0.192592,-0.208903,-0.225248,-0.24163,-0.258049,-0.274507,-0.291006,-0.307547,-0.324132,-0.34076,-0.357433,-0.374152,-0.390916,-0.407727,-0.424584,-0.441486,-0.458435,-0.475428,-0.492466,-0.509548,-0.526672,-0.543837,-0.561042,-0.578285,-0.595565,-0.612879,-0.630225,-0.647602,-0.665006,-0.682436,-0.699889,-0.717362,-0.734853,-0.752358,-0.769874,-0.7874,-0.804931,-0.822466,-0.84
0.82,0.802766,0.785539,0.768322,0.751119,0.733933,0.716768,0.699626,0.68251,0.665424,0.64837,0.631351,0.614368,0.597425,0.580523,0.563665,0.546851,0.530084,0.513365,0.496695,0.480074,0.463504,0.446985,0.430517,0.4141,0.397735,0.381421,0.365157,0.348943,0.332777,0.31666,0.300589,0.284563,0.268581,0.25264,0.23674,0.220878,0.205051,0.189259,0.173497,0.157764,0.142058,0.126375,0.110713,0.0950688,0.07944,0.0638234,0.048216,0.032615,0.0170173,0.00141983,-0.0141804,-0.0297865,-0.0454013,-0.061028,-0.0766693,-0.0923283,-0.108008,-0.123711,-0.139439,-0.155197,-0.170985,-0.186807,-0.202665,-0.21856,-0.234496,-0.250473,-0.266495,-0.282561,-0.298674,-0.314835,-0.331044,-0.347304,-0.363614,-0.379974,-0.396386,-0.412849,-0.429363,-0.445928,-0.462542,-0.479206,-0.495919,-0.512678,-0.529483,-0.546333,-0.563224,-0.580156,-0.597126,-0.614133,-0.631172,-0.648243,-0.665342,-0.682466,-0.699612,-0.716778,-0.73396,-0.751155,-0.76836,-0.785571,-0.802786,-0.82
