0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154188
0,1.06315e-14,2.4141e-14,4.28823e-14,7.06215e-14,1.13581e-13,1.82124e-13,2.93486e-13,4.76169e-13,7.76977e-13,1.2722e-12,2.08522e-12,3.41408e-12,5.57413e-12,9.06376e-12,1.46646e-11,2.3593e-11,3.77283e-11,5.99511e-11,9.46456e-11,1.48434e-10,2.31244e-10,3.57856e-10,5.50108e-10,8.40036e-10,1.2743e-09,1.92038e-09,2.87516e-09,4.27677e-09,6.32075e-09,9.282e-09,1.35443e-08,1.96396e-08,2.83006e-08,4.05288e-08,5.76844e-08,8.16022e-08,1.1474e-07,1.60368e-07,2.22809e-07,3.07737e-07,4.22552e-07,5.76839e-07,7.8293e-07,1.05659e-06,1.41783e-06,1.89189e-06,2.5104e-06,3.31273e-06,4.34755e-06,5.67462e-06,7.3669e-06,9.51278e-06,1.22187e-05,1.56119e-05,1.98436e-05,2.50921e-05,3.15666e-05,3.95105e-05,4.92049e-05,6.09728e-05,7.51823e-05,9.225e-05,0.000112644,0.000136887,0.000165556,0.000199287,0.000238773,0.000284761,0.000338055,0.000399509,0.000470021,0.00055053,0.000642004,0.000745434,0.00086182,0.000992158,0.00113743,0.00129858,0.0014765,0.00167204,0.00188593,0.00211884,0.00237128,0.00264366,0.00293623,0.00324909,0.00358215,0.00393517,0.00430769,0.0046991,0.00510856,0.0055351,0.00597752,0.0064345,0.00690454,0.00738601,0.00787716,0.00837616,0.00888109,0.00938997,0.00990083,0.154188
0,2.4141e-14,5.45433e-14,9.61767e-14,1.56977e-13,2.5003e-13,3.97101e-13,6.34326e-13,1.02138e-12,1.65613e-12,2.69789e-12,4.40397e-12,7.18684e-12,1.17025e-11,1.89865e-11,3.06608e-11,4.92468e-11,7.8635e-11,1.24783e-10,1.96747e-10,3.08191e-10,4.79581e-10,7.41349e-10,1.13842e-09,1.73662e-09,2.63174e-09,3.96218e-09,5.92644e-09,8.8073e-09,1.30047e-08,1.90804e-08,2.78178e-08,4.03024e-08,5.80271e-08,8.30318e-08,1.18085e-07,1.66916e-07,2.3452e-07,3.27537e-07,4.54736e-07,6.27621e-07,8.61184e-07,1.17483e-06,1.59351e-06,2.1491e-06,2.88204e-06,3.84331e-06,5.09673e-06,6.72172e-06,8.81637e-06,1.15011e-05,1.49229e-05,1.92595e-05,2.47251e-05,3.15756e-05,4.01148e-05,5.0701e-05,6.3754e-05,7.9762e-05,9.92894e-05,0.000122984,0.000151582,0.00018592,0.000226935,0.000275671,0.000333286,0.000401051,0.00048035,0.000572679,0.000679643,0.000802947,0.000944385,0.00110583,0.00128922,0.00149653,0.00172974,0.00199086,0.00228182,0.00260452,0.00296075,0.00335216,0.00378024,0.00424628,0.00475134,0.00529622,0.0058814,0.00650707,0.00717308,0.0078789,0.00862364,0.00940606,0.0102245,0.011077,0.0119612,0.0128745,0.0138138,0.0147758,0.0157572,0.0167543,0.0177632,0.01878,0.0198007,0.154188
0,4.28823e-14,9.61767e-14,1.67742e-13,2.70099e-13,4.23852e-13,6.63215e-13,1.04491e-12,1.66248e-12,2.66915e-12,4.31397e-12,6.99877e-12,1.13668e-11,1.84401e-11,2.98297e-11,4.80563e-11,7.70342e-11,1.22796e-10,1.9457e-10,3.06368e-10,4.7931e-10,7.44998e-10,1.15037e-09,1.76466e-09,2.6892e-09,4.07134e-09,6.12371e-09,9.1511e-09,1.35872e-08,2.0045e-08,2.93845e-08,4.28045e-08,6.19642e-08,8.9144e-08,1.27457e-07,1.81126e-07,2.55835e-07,3.59189e-07,5.01293e-07,6.95483e-07,9.59242e-07,1.31533e-06,1.79321e-06,2.43072e-06,3.27617e-06,4.39083e-06,5.85186e-06,7.75585e-06,1.02229e-05,1.34012e-05,1.74728e-05,2.26594e-05,2.92294e-05,3.75058e-05,4.78743e-05,6.07927e-05,7.68007e-05,9.65303e-05,0.000120716,0.000150207,0.000185977,0.000229134,0.000280932,0.000342779,0.000416245,0.000503065,0.000605145,0.000724563,0.000863561,0.00102454,0.00121007,0.00142281,0.0016656,0.0019413,0.00225289,0.00260335,0.00299564,0.00343268,0.0039173,0.00445216,0.00503973,0.00568225,0.00638163,0.00713946,0.0079569,0.00883469,0.00977311,0.0107719,0.0118303,0.0129469,0.01412,0.0153469,0.0166248,0.0179501,0.0193189,0.0207266,0.0221685,0.0236393,0.0251334,0.0266453,0.028169,0.0296986,0.154188
0,7.06215e-14,1.56977e-13,2.70099e-13,4.27515e-13,6.58015e-13,1.00932e-12,1.56043e-12,2.44145e-12,3.86523e-12,6.17732e-12,9.93455e-12,1.60273e-11,2.58685e-11,4.16831e-11,6.69483e-11,1.07058e-10,1.70315e-10,2.69409e-10,4.23587e-10,6.61831e-10,1.02746e-09,1.58477e-09,2.42846e-09,3.69708e-09,5.59185e-09,8.40292e-09,1.25458e-08,1.86112e-08,2.74334e-08,4.01821e-08,5.8486e-08,8.45978e-08,1.21611e-07,1.73748e-07,2.46726e-07,3.48241e-07,4.88581e-07,6.81407e-07,9.44732e-07,1.30216e-06,1.78441e-06,2.43118e-06,3.29347e-06,4.43635e-06,5.94227e-06,7.91503e-06,1.04845e-05,1.3812e-05,1.80966e-05,2.35826e-05,3.05675e-05,3.94113e-05,5.05467e-05,6.44905e-05,8.18558e-05,0.000103365,0.000129864,0.000162334,0.000201911,0.000249896,0.000307769,0.000377205,0.000460084,0.000558498,0.000674764,0.000811423,0.000971243,0.00115721,0.00137254,0.00162062,0.00190503,0.00222951,0.00259791,0.00301415,0.00348221,0.00400604,0.0045895,0.00523636,0.00595014,0.00673414,0.00759131,0.0085242,0.00953488,0.0106249,0.0117953,0.0130464,0.0143778,0.0157884,0.0172766,0.0188398,0.0204748,0.0221775,0.0239433,0.0257668,0.0276422,0.029563,0.0315222,0.0335126,0.0355265,0.0375561,0.0395936,0.154188
0,1.13581e-13,2.5003e-13,4.23852e-13,6.58015e-13,9.90163e-13,1.48258e-12,2.23824e-12,3.4265e-12,5.32405e-12,8.37966e-12,1.33156e-11,2.12854e-11,3.41177e-11,5.46889e-11,8.74895e-11,1.39478e-10,2.21354e-10,3.49456e-10,5.48537e-10,8.55836e-10,1.32696e-09,2.04437e-09,3.12941e-09,4.75944e-09,7.19183e-09,1.07974e-08,1.61066e-08,2.38733e-08,3.51609e-08,5.14592e-08,7.48415e-08,1.08173e-07,1.55385e-07,2.2184e-07,3.14793e-07,4.44007e-07,6.22519e-07,8.67629e-07,1.20214e-06,1.65591e-06,2.26776e-06,3.08788e-06,4.18063e-06,5.62813e-06,7.53438e-06,1.00302e-05,1.32793e-05,1.74846e-05,2.2897e-05,2.98235e-05,3.86383e-05,4.97938e-05,6.38336e-05,8.14067e-05,0.000103282,0.000130367,0.000163721,0.000204576,0.000254354,0.000314685,0.000387422,0.000474662,0.000578755,0.000702322,0.000848257,0.00101974,0.00122022,0.00145345,0.00172341,0.00203436,0.00239076,0.00279727,0.00325869,0.00377993,0.00436593,0.00502161,0.0057518,0.00656117,0.00745414,0.00843478,0.00950677,0.0106733,0.0119369,0.0132996,0.0147625,0.016326,0.0179898,0.0197525,0.0216119,0.0235648,0.0256072,0.0277341,0.0299397,0.0322173,0.0345596,0.0369584,0.0394052,0.0418908,0.0444058,0.0469404,0.0494847,0.154188
0,1.82124e-13,3.97101e-13,6.63215e-13,1.00932e-12,1.48258e-12,2.16091e-12,3.1729e-12,4.72983e-12,7.17645e-12,1.10713e-11,1.73122e-11,2.7332e-11,4.33991e-11,6.90783e-11,1.09929e-10,1.74557e-10,2.76184e-10,4.34976e-10,6.81459e-10,1.06152e-09,1.6436e-09,2.5291e-09,3.86714e-09,5.87546e-09,8.86976e-09,1.33045e-08,1.98295e-08,2.93669e-08,4.32172e-08,6.32007e-08,9.18487e-08,1.32657e-07,1.90419e-07,2.71665e-07,3.85233e-07,5.42998e-07,7.60813e-07,1.0597e-06,1.46735e-06,2.02001e-06,2.76476e-06,3.76242e-06,5.09102e-06,6.84996e-06,9.16511e-06,1.21948e-05,1.61367e-05,2.12364e-05,2.77966e-05,3.61883e-05,4.68626e-05,6.03655e-05,7.73523e-05,9.86051e-05,0.000125051,0.000157781,0.000198071,0.000247404,0.000307489,0.000380287,0.000468025,0.000573221,0.000698701,0.000847609,0.00102342,0.00122995,0.00147134,0.00175207,0.00207694,0.00245104,0.00287972,0.00336857,0.00392332,0.00454985,0.00525408,0.00604191,0.00691909,0.00789123,0.00896358,0.010141,0.011428,0.0128282,0.0143448,0.01598,0.0177353,0.0196112,0.0216072,0.0237216,0.0259517,0.0282939,0.0307433,0.0332937,0.0359384,0.0386694,0.0414777,0.0443537,0.0472872,0.0502671,0.0532821,0.0563207,0.059371,0.154188
0,2.93486e-13,6.34326e-13,1.04491e-12,1.56043e-12,2.23824e-12,3.1729e-12,4.52029e-12,6.53618e-12,9.63748e-12,1.44989e-11,2.22041e-11,3.44802e-11,5.40595e-11,8.5231e-11,1.34677e-10,2.12733e-10,3.3526e-10,5.26429e-10,8.22798e-10,1.27926e-09,1.97764e-09,3.03905e-09,4.64144e-09,7.04443e-09,1.06242e-08,1.59217e-08,2.37099e-08,3.5085e-08,5.15917e-08,7.53906e-08,1.09484e-07,1.58014e-07,2.26661e-07,3.23153e-07,4.57944e-07,6.45072e-07,9.03267e-07,1.25735e-06,1.74e-06,2.39394e-06,3.2747e-06,4.45391e-06,6.02342e-06,8.10024e-06,1.08324e-05,1.44059e-05,1.90533e-05,2.50628e-05,3.27898e-05,4.26695e-05,5.52312e-05,7.11149e-05,9.10884e-05,0.000116068,0.000147139,0.000185579,0.00023288,0.000290777,0.000361269,0.000446646,0.000549511,0.000672806,0.000819829,0.00099425,0.00120013,0.0014419,0.00172442,0.0020529,0.00243292,0.00287043,0.00337166,0.0039431,0.00459146,0.00532355,0.00614628,0.00706649,0.0080909,0.009226,0.0104779,0.0118523,0.0133543,0.0149883,0.0167578,0.0186656,0.0207132,0.0229012,0.0252291,0.0276948,0.0302954,0.0330263,0.035882,0.0388555,0.0419386,0.0451221,0.0483956,0.051748,0.0551672,0.0586405,0.0621547,0.0656962,0.0692515,0.154188
0,4.76169e-13,1.02138e-12,1.66248e-12,2.44145e-12,3.4265e-12,4.72983e-12,6.53618e-12,9.14832e-12,1.30593e-11,1.90662e-11,2.84482e-11,4.32419e-11,6.66663e-11,1.03769e-10,1.6241e-10,2.54728e-10,3.99345e-10,6.24604e-10,9.73341e-10,1.50982e-09,2.32976e-09,3.5747e-09,5.45245e-09,8.26599e-09,1.24539e-08,1.86465e-08,2.77436e-08,4.10208e-08,6.02735e-08,8.80121e-08,1.27722e-07,1.8421e-07,2.6406e-07,3.76228e-07,5.3282e-07,7.50082e-07,1.04968e-06,1.4603e-06,2.01969e-06,2.7772e-06,3.7969e-06,5.16141e-06,6.97662e-06,9.37734e-06,1.25341e-05,1.6661e-05,2.20255e-05,2.89592e-05,3.78706e-05,4.92599e-05,6.37349e-05,8.20303e-05,0.000105028,0.000133778,0.000169525,0.000213735,0.000268117,0.000334658,0.000415647,0.000513706,0.000631815,0.000773339,0.000942049,0.00114214,0.00137825,0.00165547,0.00197931,0.00235574,0.00279115,0.0032923,0.00386631,0.00452059,0.00526278,0.00610067,0.00704212,0.00809493,0.00926675,0.010565,0.0119966,0.0135681,0.0152852,0.0171529,0.0191754,0.0213555,0.0236953,0.0261952,0.0288547,0.0316714,0.0346419,0.0377611,0.0410226,0.0444184,0.0479392,0.0515744,0.0553124,0.0591402,0.0630443,0.06701,0.0710224,0.075066,0.0791251,0.154188
0,7.76977e-13,1.65613e-12,2.66915e-12,3.86523e-12,5.32405e-12,7.17645e-12,9.63748e-12,1.30593e-11,1.80148e-11,2.54296e-11,3.67874e-11,5.4449e-11,8.21419e-11,1.25707e-10,1.9423e-10,3.01732e-10,4.69703e-10,7.30824e-10,1.13445e-09,1.75455e-09,2.70123e-09,4.13716e-09,6.301e-09,9.54043e-09,1.43583e-08,2.14771e-08,3.1927e-08,4.71675e-08,6.9252e-08,1.01049e-07,1.46538e-07,2.11207e-07,3.02562e-07,4.30815e-07,6.09755e-07,8.57878e-07,1.19983e-06,1.66826e-06,2.30605e-06,3.16927e-06,4.33065e-06,5.88398e-06,7.94937e-06,1.06797e-05,1.4268e-05,1.89572e-05,2.50498e-05,3.29211e-05,4.30334e-05,5.59521e-05,7.23644e-05,9.31003e-05,0.000119156,0.000151717,0.000192188,0.000242222,0.000303749,0.000379007,0.000470578,0.000581414,0.000714872,0.000874743,0.00106527,0.00129118,0.00155768,0.0018705,0.00223585,0.00266042,0.00315141,0.0037164,0.0043634,0.00510073,0.00593697,0.00688087,0.00794122,0.00912681,0.0104462,0.0119077,0.0135191,0.0152877,0.01722,0.0193214,0.0215967,0.0240492,0.0266809,0.0294925,0.0324832,0.0356505,0.0389905,0.0424974,0.0461641,0.0499815,0.0539393,0.0580255,0.0622271,0.0665295,0.0709175,0.0753747,0.0798843,0.0844289,0.088991,0.154188
